StandardizedID,CD01,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024
C010,32.803074226797555,6.916920494376484,21.921100554756777,25.55666438677862,8.032540190369414,19.59308061136076,18.207613776507824,26.017149012333817,20.515673527191435,13.650616183253547,0.0,15.657103489896251,33.30735666633126,14.868262181929571,28.63662359474178,7.833883107131767,3.4883815240997973,11.300709059397226,17.480898377555096,25.752049707134503,32.04846289997209,33.45117745106813,11.371859156976152,29.39437562441573,6.846557174132128
C011,25.672859706467445,13.200148000008559,23.43148497692654,22.95739830388666,13.61939436835277,9.74779357904302,15.138821328669371,31.415023328517503,9.699869976715899,4.387991697201964,15.657103489896251,0.0,30.336932350058902,16.28824081205652,24.29786954755474,14.087685800674668,12.474701220118112,9.760090712389239,14.004600637525645,28.660250806481677,27.53102833808748,36.38203578178751,16.189889175240687,25.496088375968373,8.9205331584533
C012,8.916945030140129,26.470537334293248,12.23652491135437,7.88368396801919,25.293737133257146,20.860987189783977,16.062468683030346,16.47053372883745,21.377683128580784,26.66888863709241,33.30735666633126,30.336932350058902,0.0,18.41439828568682,6.114452690791307,25.456326601995773,33.30596744123247,23.78429235948386,17.130247759374114,12.001524280417733,3.7533519115256824,12.912374360407686,22.010031743039274,4.859876700720558,30.1735632294855
C013,18.756905363037614,8.060312219514904,7.7964225890169665,10.694893501562737,6.872580918689821,11.273015965287273,4.784073782977647,15.101346150177214,12.51557035201526,11.894789112358279,14.868262181929571,16.28824081205652,18.41439828568682,0.0,13.937762589744361,7.0294098066417225,15.033152055116824,6.8490041062452445,4.902227702111824,12.701282294129856,17.269074765658626,20.626982681121245,3.851778200000796,14.589556362146789,12.468830202527515
C014,6.009078639445433,21.706266572879752,9.991513340221353,3.6857401214394767,20.59642223946371,14.752615844639982,10.644580109002046,17.26712084503497,15.253632062859078,20.76698283833065,28.63662359474178,24.29786954755474,6.114452690791307,13.937762589744361,0.0,20.841439848596323,28.21574978311266,18.377555970262364,11.608962510930986,12.422650412481113,3.4553461221123993,16.56049172763894,17.762641834885958,1.282156565093897,24.79847220270444
C015,25.25162841444115,1.292440074239565,14.306240488338053,17.712174167366868,0.5165937763857046,13.843267751042626,10.634055494367395,19.673436175844923,14.983970084327934,10.29583530269498,7.833883107131767,14.087685800674668,25.456326601995773,7.0294098066417225,20.841439848596323,0.0,8.31821654952137,5.410719854662489,10.066276402254456,18.5653313664677,24.22932680686725,26.458973908426007,3.7568705474187696,21.566068433900334,6.938118755288225
C016,31.863983415248875,7.089047373812198,22.59283363051457,25.42522657452061,8.29950027434502,17.608386077759796,17.569171381162185,27.732196083572727,18.395803849309967,11.058879043234533,3.4883815240997973,12.474701220118112,33.30596744123247,15.033152055116824,28.21574978311266,8.31821654952137,0.0,10.0160605361958,16.685163772969656,26.889233239345845,31.674822008636212,34.76498510308134,12.078157517324943,29.092943643301343,4.179181467252384
C017,21.825058077113,5.215496278989088,14.521861905863016,15.89954107807841,4.896050101001087,8.593508912972146,7.7461793734455195,21.83725387035991,9.674479183409705,5.477910930772719,11.300709059397226,9.760090712389239,23.78429235948386,6.8490041062452445,18.377555970262364,5.410719854662489,10.0160605361958,0.0,6.763144301541196,19.546637972667305,21.83883565799792,27.45644506387592,6.4860211756538275,19.33748142157755,6.409392619671739
C018,15.29466309152873,10.64479552543591,9.68925530085525,9.32419536910995,9.700033245992833,6.795706198413289,1.1393757617718605,18.37330316491901,7.98765030130347,9.873677668352226,17.480898377555096,14.004600637525645,17.130247759374114,4.902227702111824,11.608962510930986,10.066276402254456,16.685163772969656,6.763144301541196,0.0,14.94397290450638,15.066844463478244,22.438574523775692,8.129353904424493,12.589459753957835,13.174301177217167
C019,18.32525271521263,19.828098890627633,5.253837322846439,9.525645026858975,18.638252392328003,21.38950724670904,13.903321818843773,4.840426496147145,22.434371821740758,24.310203700500985,25.752049707134503,28.660250806481677,12.001524280417733,12.701282294129856,12.422650412481113,18.5653313664677,26.889233239345845,19.546637972667305,14.94397290450638,0.0,13.74199308871139,7.941323084684216,14.815101145078055,11.853420325832873,24.97351892423334
C020,5.29365025462582,25.12129336913489,12.474932462532035,6.664983587523459,23.99823517856026,17.86655061717929,14.103279146108756,18.510959824851227,18.253066227035852,24.11773179106663,32.04846289997209,27.53102833808748,3.7533519115256824,17.269074765658626,3.4553461221123993,24.22932680686725,31.674822008636212,21.83883565799792,15.066844463478244,13.74199308871139,0.0,16.1899142116072,21.060311754250087,2.6893669490803176,28.26168949366358
C021,21.470873341820695,27.733685986002847,12.961722185123712,15.057073951972729,26.552861752999835,28.499320816149538,21.337446908513048,8.189237065540528,29.43409376345262,32.077080077806066,33.45117745106813,36.38203578178751,12.912374360407686,20.626982681121245,16.56049172763894,26.458973908426007,34.76498510308134,27.45644506387592,22.438574523775692,7.941323084684216,16.1899142116072,0.0,22.723568633456356,15.507614295096362,32.933625515641
C022,22.606899495232607,5.005598349188074,10.580015569430527,14.431326568306416,3.820217602525216,13.503128964365475,8.337110906474056,16.144851623871226,14.736264460667906,11.964371193908468,11.371859156976152,16.189889175240687,22.010031743039274,3.851778200000796,17.762641834885958,3.7568705474187696,12.078157517324943,6.4860211756538275,8.129353904424493,14.815101145078055,21.060311754250087,22.723568633456356,0.0,18.370607271965017,10.347653207595169
C023,6.4689534703699785,22.476461104454682,9.965073956627513,3.978338380136589,21.344085432781426,15.993347759230982,11.582823398045527,16.69387976335611,16.51523918938583,21.90531427737017,29.39437562441573,25.496088375968373,4.859876700720558,14.589556362146789,1.282156565093897,21.566068433900334,29.092943643301343,19.33748142157755,12.589459753957835,11.853420325832873,2.6893669490803176,15.507614295096362,18.370607271965017,0.0,25.758088776828565
C024,28.075075798641283,5.688101254791437,20.26376641694337,22.273613478011324,6.663163342281013,13.455006972262234,14.15812649528923,26.504204201547513,14.218235452065997,6.9128087712999715,6.846557174132128,8.9205331584533,30.1735632294855,12.468830202527515,24.79847220270444,6.938118755288225,4.179181467252384,6.409392619671739,13.174301177217167,24.97351892423334,28.26168949366358,32.933625515641,10.347653207595169,25.758088776828565,0.0
